Row   1: D | Which of the following forms of mercury is most
Row 422: C | Exposure to which of the following can cause hemolysis and hemoglobinurea in humans?
Row 423: D | The nephrotoxicity associated with aminoglycoside antibiotics is characterized by which of the follo
Row 424: D | Nephrotoxicity has been associated with exposure to which of the following substances?
Row 425: D | Which of the following is TRUE with respect to alpha-2-microglobulin nephropathy?
Row 426: D |  Which animal model BEST predicts dermal absorption of chemicals for humans?
Row 427: E | Chloracne can be caused by exposure to the all of the following EXCEPT
Row 428: A | The mechanism of ocular toxicity associated with digitoxin is BEST attributed to which of the follow
Row 429: D | Kupffer cells and microglia cells are cellular components of the body's innate immunity. These cells
Row 430: A | Allergic contact dermatitis is attributed to which of the following?
Row 431: B | A treatment-related increase in the number of micronucleated cells in a micronucleus assay indicates
Row 432: D | A number of enzymes can be identified in the blood as primary markers of liver injury. Which of the 
Row 433: D | The carcinogenesis process involves a series of definable and reproducible stages: initiation, promo
Row 435: D | Which of the following BEST describes the bacterial mutation assay test system as defined by the Int
Row 437: C | 37. Which of the follobving plays a major role in cadmium-induced renal tubular injury?
Row 438: C | Exposure to benzene or chemotherapeutic alkylating agents has been causally linked with development 
Row 439: C | Which of the following neoplasms is associated with exposure to vinyl chloride?
Row 440: B | A deficiency of folate or vitamin B12 results in an inhibition of thymidine synthesis. This can lead
Row 441: E | I. Which of the following does NOT influence the
Row 442: A | If a drug has a median effective dose (ED50) of 25 mg/kg, a 99% effective dose (ED99) of 50 mg/kg, a
Row 443: E | Chemical A produces renal toxicity in rats at a single oral dose of 25 mgkg. Chemical B does not
Row 444: B | Which of the following is NOT characteristic of apoptosis?
Row 445: D | The in vitro hERG assay is frequently used to evaluate the potential to cause QTc prolongation by me
Row 446: D | Which of the following is NOT CORRECT regarding clearance (Cl) of a xenobiotic from the body?
Row 447: A | An organic weak acid with pKa of about 4 is swallowed. What is the likelihood of absorption via pass
Row 448: C | It is generally recognized that there are three categories of biomarkers: biomarkers of exposure, bi
Row 449: B | Typically when toxicokinetic data are plotted as the logarithms of plasma concentrations versus time
Row 450: A | The pathway in both humans and non-human primates for the metabolism of methanol to formaldehyde is 
Row 452: D | Among the cytochrome P450 (CYP) isoforms, which is the MOST abundantly expressed and involved in the
Row 453: D | Which of the following best describes apoptosis?
Row 454: C | Which of the following is a cofactor for human cytochrome P450-mediated xenobiotic transformation re
Row 455: D | Which of the following effects is considered predictive of cancer risk for humans?
Row 456: D | Drug X is given by IV bolus of 100 mg. Assuming a one compartment model, what is the apparent volume
Row 457: B | Reference values such as reference dose (RfD) or reference concentration (RfC) are used to determine
Row 458: A | Conventional approaches to toxicity testing of pharmaceuticals may not be appropriate for biopharmac
Row 459: D | Prior to conducting a research study in the United States to assess the effects of an industrial che
Row 460: E | One environmental pollutant produces silo-filler's disease, is heavier than air and can displace oxy
Row 461: B | Which of the following epidemiology study design is a prospective study that evaluates exposure vers
Row 462: C | Both 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) and polychlorinated biphenyls (PCBs) function as env
Row 464: B | In the United States, National Ambient Air Quality Standards (NAAQS) have been set for all of the fo
Row 465: D | Measurement of abnormally high levels of vitellogenin in the blood of fish is an indication of
Row 466: B | Which of the following is CORRECT regarding estrogenic compounds?
Row 468: B | Which of the following is NOT TRUE with regard to indoor air pollution?
Row 469: B | One important parameter that characterizes the time course of xenobiotic exposure in an organism is 
Row 470: B | Which of the following anatomic or physiologic features limits access of some chemicals to the brain
Row 471: D | The sensitivity of the human fetus to carbon monoxide (CO) compared to adults is
Row 472: B | Naloxone is an antidote for which of the following?
Row 473: A | All of the following should be established or prepared when establishing an assay for use in the ana
Row 474: A | The accumulation of cyclic GMP in the corpus cavernosum is enhanced by phosphodiesterase 5 (PDES) in
Row 475: B | Which of the following is NOT TRUE regarding metabonomics assessments?
Row 476: C | The accumulation of cadmium in the kidneys without toxic effect is possible because of which of the 
Row 477: A | The mode of action for a polar organic solvent to enter the body via the skin is BEST attributed to 
Row 479: D | Which of the following is the MOST common toxicity associated with exposure to nickel?
Row 481: C | Alcoholic beverages are considered a Group I carcinogen by the International Agency for Research on 
Row 482: C | Which of the following is NOT an adverse effect associated with exposure to gasoline in humans?
Row 483: E | Exposure from dental amalgams (fillings) is associated with which chemical form of mercury?
Row 484: A | Which of the following is the primary target for xylenes and ethylbenzene toxicity?
Row 485: E | Which of the following statements is CORRECT regarding chloroform toxicity?
Row 486: D | Which of the following is the largest single source of the air pollutant, carbon monoxide?
Row 487: B | The toxic effects of carbon monoxide are due to which of the following?
Row 488: B | Inhibition of which one of the following enzymes is involved in acute toxicity of organophosphate in
Row 490: E | Which of the following is NOT a clinical syndrome associated with exposure to carbon disulfide?
Row 491: A | Paraquat is a non-selective herbicide associated with both accidental and intentional fatalities due
Row 492: E | Which of the following is the primary organ system affected after consumption of grain treated with 
Row 493: B | Metam sodium is a soil fumigant whose toxic action toward soil nematodes, fungi and weed seeds is du
Row 494: C | Which of the following is the mammalian molecular target of Type I and II pyrethroid insecticides?
Row 495: A | Which of the following is the primary health effect in humans associated with agricultural use of el
Row 496: E | Silo-Filler’s Disease is caused by the inhalation of which of the following?
Row 497: B | The type of radiation with the highest linear energy transfer (LET) is which of the following?
Row 498: B | Exposure to asbestos increases the risk of developing various forms of lung disease, including a rar
Row 499: E | What is the aerodynamic diameter of airborne particles typically deposited in the nasopharyngeal reg
Row 500: B | The deleterious actions of oxygen at the cellular level probably result from increased production of
Row 501: B | Which of the following is an ichthyosarcotoxic neurotoxin?
Row 502: E | The most serious spider envenomations in North America are due to which of the following?
Row 504: A | Which of the following statements regarding animal venoms is CORRECT?
Row 505: D | Consumption of oleander (Nerium), foxglove (Digitalis), lily-of-the-valley (Convallaria) and Mistlet
Row 507: A | A distraught female teenager attempts to commit suicide using an over the counter medication she is 
Row 508: D | In 2007, an outbreak of renal toxicity and kidney failure in cats and dogs resulted in a major recal
Row 509: C | For the safety determination of an indirect food additive, the US Food and Drug Administration (FDA)
Row 510: C | In most parts of the world, what is recognized as by far the greatest food-borne risk facing consume
Row 511: C | Which of these compounds does NOT typically cause fibrotic lung disease in mammals?
Row 513: E | Which of the following cytochrome P450 isoforms is NOT an important contributor to the hepatic biotr
Row 514: E | Several inhibitors of cyclooxygenase-2 (COX-2) have been removed from the market due to what potenti
Row 515: D | Which of the following is CORRECT regarding the toxic effect of acetaminophen on the liver?
Row 516: B | Endocrine disrupting chemicals produce adverse effects by all of the following mechanisms EXCEPT
Row 517: E | Results of recent studies have implicated certain types of liver cells in the promotion stage of car
Row 518: E | The developmental toxicity of cadmium is related to all of the following EXCEPT
Row 519: C | Which of the following is a testicular tumor that is one of the more frequently occurring endocrine 
Row 520: B | The ability of a chemical to produce chromosomal breakage can BEST be detected by which of the follo
Row 521: B | Which of the following statements about oxidative damage to DNA is NOT CORRECT?
Row 522: E | Periportal (zone I) hepatocellular necrosis associated with allyl alcohol toxicosis is due primarily
Row 523: C | Radiation as well as many chemicals and drugs result in an increased incidence of thyroid tumors in 
Row 524: B | Which assay/test would be best to use for the detection of clastogenicity?
Row 525: B | FISH (Fluorescence In Situ Hybridization) uses fluorescein-conjugated nucleic acid probes to
Row 526: C | Which of the following statements is NOT CORRECT regarding lead neurotoxicity?
Row 527: D | Cocaine initially causes euphoria, hyperactivity and talkativeness but following high doses a period
Row 528: D | Which of the following is the primary factor in determining how deeply a given gas penetrates into t
Row 531: A | The induction of mutations results primarily from chemical or physical alterations in the structure 
Row 532: C | Which of the following is CORRECT regarding in vitro tests for detecting chromosome aberrations?
Row 533: C | The cytochrome P-450 monooxygenases are concentrated mainly in which of the following cell types in 
Row 534: D | The mechanism of action of carbon disulfide neurotoxicity is best attributed to which of the followi
Row 535: C | What is the most important mechanism for deposition of ultrafine particles <0.2 microns aerodynamic 
Row 536: E | Which of the following agents is NOT generally associated with autoimmunity?
Row 537: D | The human ocular system has developed mechanisms to protect the retina from harmful wavelengths of l
Row 538: D | Exposure of the skin to Rhus radicans (poison ivy) will result in all of the following EXCEPT
Row 539: B | The toxicological consequence of ingestion of rhubarb leaves is due to the which of the following?
Row 540: C | Which of the following best characterizes urticaria responses?
Row 541: D | A severe, acute dermatologic reaction to various drugs, characterized by epidermal sloughing leading
Row 542: C | Delayed Type -hypersensitivity is associated with all of the following characteristics EXCEPT 
Row 543: A | For non-corrosive agents, which of the following characteristics is likely to have the greatest impa
Row 545: E | Following systemic exposure to a drug or chemical what two regions of the eye are the MOST likely ta
Row 546: A |  Which of the following representative toxin pairs is NOT CORRECT?
Row 547: A | The most common initial adverse hepatic effect of valproic acid is
Row 548: B | The hepatotoxic potential of high therapeutic doses of the analgesic agent, acetaminophine enhanced 
Row 549: E | The main liver cell type producing extracellular matrix proteins and central to the development of f
Row 550: B | Which of the following chemicals is associated with myocardial toxicity?
Row 551: C | Which of the following substances does not produce nephropathy or kidney tumors in male rats via the
Row 552: E | Indicators of kidney function after toxic damage include blood (serum) urea nitrogen (BUN), serum cr
Row 553: A | All of the following are true about toxic effects on the proximal tubule of the kidneys EXCEPT
Row 554: D | The administration of human proteins to animals can result in immune-complex formation leading to wh
Row 555: C | Non-steroidal anti-inflammatory drugs (NSAIDs) induce acute renal failure which is reversible and ch
Row 556: B | What modification of the LD50 assay is described by the following? Animals are dosed one at a time, 
Row 557: C | Aniline has a pKa of 5. According to the species and their gastric contents pH listed below, which s
Row 558: D | Which one of the following electrocardiogram (ECG) changes most clearly identifies a risk of chemica
Row 559: C | A 20 kg child is estimated to have consumed 300 mg of caffeine present in a dietary supplement. The 
Row 560: C | If the bile duct is ligated in an exposed animal, one would expect the exposure chemical to do which
Row 561: C | Which of the following statements is CORRECT concerning Phase II biotransformation reactions?
Row 562: A | Which of the following is CORRECT regarding the blood-brain barrier?
Row 563: B | Which of the following is NOT a component of the hazard assessment of nanoparticles?
Row 564: C | When a sigmoid dose-response curve of cumulative percent response versus log dose is replotted as pr
Row 567: A | To support chemical data review under REACH and the US High Production Volume (HPV) Program, a scori
Row 568: C | Which of the following is NOT one of the four general pathways of xenobiotic biotransformation?
Row 569: E | Which of the following statements on apoptosis and necrosis is NOT CORRECT?
Row 570: C | Which of the following does NOT mediate toxicity through covalent modification of macromolecules eit
Row 572: B | The shape of the dose-response curve has many important implications in toxicity assessment. For exa
Row 573: C |  Which one of the following choices is NOT CORRECT of epidemiology studies?
Row 574: C | Risk assessment is composed of four separate components EXCEPT
Row 575: B | The American Conference of Governmental Industrial Hygienists (ACGIH) lists a ceiling limit (TLV-C) 
Row 576: E | Which of the following is NOT CORRECT regarding U.S. Food and Drug Administration (FDA) approval?
Row 577: D | Examples of mechanistic considerations for carcinogens include all of the following EXCEPT
Row 578: E | Data from standard toxicology studies should be evaluated for signs of immunotoxic potential. Which 
Row 581: A | Which of the following is NOT CORRECT regarding epidemiologic studies of human cancer?
Row 582: C | Intoxication by ingestion of gasoline or kerosene produces signs resembling those from ethyl alcohol
Row 583: A | In the environment, a trophic level transfer of contaminants refers to which of the following?
Row 584: C | What would be considered an advantage of the cohort epidemiological study design?
Row 585: D | The first step in treating a suspected poisoning victim includes which of the following?
Row 586: C | A 32-year old veterinary assistant who worked in the primate section of a city zoo was found on the 
Row 587: C | A 16-year-old harvester was brought to the emergency room after working for 2 days in rain-soaked to
Row 588: D | Toluene diisocyanates are a common cause ci which of the following occupational diseases?
Row 589: B | In order to compare the pulmonary deposition of the same particulate aerosol inhaled by humans and r
Row 590: D | Which of the following is the major difference between the pathology associated with occupational ex
Row 591: D | Which of the following is NOT a method typically used in safety assessment of genetically modified c
Row 592: D | The biochemical mechanism underlying lethality of ricin is best attributed to which of the following
Row 593: B | In the US, which of the following is a legally enforceable standard related specifically to occupati
Row 595: B | A “U-shaped” dose-response curve over a wide range of doses is BEST described by which of the follow
Row 596: B | Measurement of which of the following in hair can be used as a reliable indicator of exposure?
Row 597: B | Which of the following metals has NOT been shown to be carcinogenic in humans?
Row 598: B | Which of the following BEST describes berylliosis (Chronic Beryllium Disease - CBD)?
Row 599: A | Which of the following is the most common adverse health effect from nickel exposure?
Row 600: A | Which of the following is the primary mechanism of action for mercury-induced non-specific cell inju
Row 603: B | Which of the following is NOT CORRECT regarding methyl tertiary butyl ether (MTBE)?
Row 604: A | Which of the following is NOT CORRECT regarding arsenic poisoning?
Row 605: D | Which of the following is consistent with the generally accepted mode of action of carcinogenicity f
Row 606: E | Exogenous factors can influence the toxicity of solvents. Which of the following is NOT CORRECT?
Row 607: C | Which of the following is CORRECT regarding insect-resistant corn?
Row 608: A | Which of the following is the BEST approach to limiting solvent overexposure in an occupational sett
Row 610: D | Which of the following is the MOST effective treatment for mammalian organophosphate (OP) toxicity?
Row 611: B | Glutamine synthetase is a key enzyme found in plant and animal systems and functions in the utilizat
Row 612: D | Which of the following is NOT CORRECT regarding the toxicity of manganese?
Row 613: D | The toxic signs and symptoms of pyrethroids are associated with which of the following?
Row 614: A | Terrestrial environmental exposure to organic tin compounds is most likely to be associated with the
Row 615: D | Which of the following enzymes is involved in organophosphate-induced delayed polyneuropathy?
Row 616: C | Inhalation exposure to SO2 gas may result in which of the following?
Row 617: A | Inhaled aerosols and particulates may be absorbed in various regions of the respiratory tract. Which
Row 619: B | Which of the following pertaining to warfarin and related coumarin derivatives is CORRECT?
Row 623: A | Which of the following properties best describes the estrogenic activity of phytoestrogens?
Row 624: E | The particle size of an aerosol is a major determinant of where in the respiratory tract the
Row 625: A | Snake venoms are complex mixtures, however, their poisonous effects are most commonly due to which o
Row 626: C | Food idiosyncrasy is characterized by which of the following?
Row 627: C | Bisphenol A is considered a chemical of concerndue to which of the following?
Row 628: C | Which of the following statements about selenium and selenium compounds is NOT CORRECT?
Row 629: B | Which of the following is an important class of chemicals that are formed during grilling or broilin
Row 630: A | Which aflatoxin is the most toxicologically potent and commonly occurs in produce?
Row 632: C | Which of the following is a specific antidote for benzodiazepine overdose?
Row 633: E | Some ethnic populations, such as Asians and Native Americans, have difficulty metabolizing alcohol. 
Row 634: C | Which of the following is CORRECT regarding the mycotoxin food contaminant zearalenone?
Row 635: E | Which of the following toxicities is NOT associated with acute or chronic tetracycline antibiotics u
Row 638: B | Which of the following is NOT CORRECT regarding the mouse lymphoma L5178Y cell assay for mutagenesis
Row 639: C | Which of the following is considered evidence of a mutagenic event and not a type of DNA damage?
Row 642: D | Which of the following statements is NOT correct?
Row 644: E | When assessing peri- and post-natal developmental toxicity using ICH guidelines, which of the follow
Row 646: D | The majority of adverse reproductive outcomes have been traced to which of the following?
Row 647: B | Which of the following BEST describes endocrine disrupters?
Row 648: D | Drugs and chemicals can produce a variety of effects on the immune system, including allergic skin
Row 649: C | Which of the following BEST characterizes the findings of toxic response to in utero exposure to
Row 650: B | Along the upper and lower airways, which of the following cell types are the most sensitive to ozone
Row 651: B | Which of the following compounds/agents is a direct activating carcinogen that does not require meta
Row 652: B | Naphthalene induces extensive necrosis in the bronchiolar epithelium in mice, but much less in rats 
Row 653: E | Which of the following is NOT CORRECT regarding the blood brain barrier?
Row 654: C | The mechanism by which ozone causes acute cellular injury in the respiratory tract is best described
Row 655: A | Which of the following produces amnesic (memory-loss) shellfish poisoning?
Row 656: C | Phagocytic cells that are part of the innate immune system of mammals include which of the following
Row 657: D | Which of the following characteristics is common to all four types of hypersensitivity reactions?
Row 658: D | Analgesics such as ibuprofen, aspirin, and cyclooxygenase-2 inhibitors exhibit both acute and chroni
Row 660: D | Which of the following is CORRECT about the immune system, immunoresponsiveness, and the evaluation 
Row 661: E | The primary factors that determine the rate of absorption of a substance applied to the surface of t
Row 662: A | Dermal hyperpigmentation is BEST attributed to which of the following agents?
Row 663: D | Which of the following is CORRECT regarding eye irritation studies in rabbits?
Row 664: E | The murine local lymph node assay is BEST described by which of the following?
Row 665: A | Liver toxicants can cause injury via numerous mechanisms. Considering fatty liver (steatosis) as a
Row 666: A | Which of the following agents cause acute renal failure due to deposition of calcium monohydrate cry
Row 668: B | The mechanism of hepatotoxicity related to ingestion of excessive amounts of Vitamin A is due to
Row 669: A | Chemicals such as chloramphenicol, phenylbutazone, and phenytoin can cause a condition known as apla
Row 670: D | Both the US FDA and the European Medicines Agency (EMEA) approved the use of seven novel
Row 671: B | Amphotericin B nephrotoxicity can best be described by which of the following?
Row 672: D | Along with acute and chronic renal failure, renal magnesium wasting and polyuria are typical of toxi
Row 673: A | Which of the following is a mechanism associated with development of renal tubular lesions common to
Row 674: A | Angiotensin converting enzyme (ACE) inhibitors are administered for persons with heart failure. They
Row 675: A | Calculate the achieved dosage in mg/kg/day of a chemical fed to rats at a concentration of 0.5% (500
Row 676: D | Select the correct pairing of toxic agent and mechanism of cardiotoxicity.
Row 677: A | Furanocoumarins in grapefruit juice can increase the systemic exposure to certain orally administere
Row 678: A | Many chemicals require metabolic activation to form their ultimate toxicants. Which of the following
Row 679: A | Oligomycin, cyhexatin, DDT, and chlordecone all can interfere with mitochondrial ATP synthesis
Row 680: D | Establishing a causal association between an occupational toxicant and harmful effect/disease can
Row 681: C | Which of the following would be expected to be the most effective treatment for protecting against
Row 682: B | Which of the following is NOT considered an important factor affecting nanoparticle toxicity in the
Row 683: B | Which of the following is CORRECT regarding apoptosis or necrosis processes?
Row 684: B | The drug thalidomide was originally marketed in Europe and Australia as a sedative for pregnant
Row 685: D | Perchlorate is a goitrogen because it does which of the following?
Row 686: D | Transporters mediate the cellular influx or efflux of xenobiotics and other chemicals. One of the fi
Row 687: C | What is the most widely known factor that can play a major role in the differential response to ison
Row 688: C | Which of the following is NOT CORRECT regarding the hepatotoxicity induced by the analgesic agent ac
Row 689: B | Which of the following is an INCORRECT match between a toxicant or induced cellular dysfunction and 
Row 690: D | Which one of the following approaches to risk assessment is NOT applicable to genotoxic carcinogens?
Row 691: C | The mechanism most likely to be involved in the repair of DNA damage (double-strand breaks) caused b
Row 692: A | A drug substance contains a carcinogenic impurity at 0.1 ppm. If a daily intake 0.15
Row 693: D | The mechanism of gallium arsenide-induced
Row 694: D | Which of the following statements BEST describes the concept of perceived risk?
Row 695: E | In the United States, all Generally Recognized as Safe (GRAS) determinations must be which of the fo
Row 697: B | According to Good Laboratory Practices (21 CFR 58) reagents must be labeled with which of the
Row 698: D | In vitro assays for photoreactivity (e.g. reactive oxygen species, ROS) and phototoxicity (e.g. Neut
Row 699: A | Which of the following is CORRECT regarding quantitative structure-activity relationship (QSAR)
Row 700: D | In a 2-year inhalation study, rats and mice were exposed to Chemical X for 8 hours/day, 5 days/week.
Row 702: A | Sulfur dioxide is considered a component of outdoor ambient air pollution. Which of the following st
Row 703: A | Experimental fish screening assays for endocrine active substances are most likely to utilize which 
Row 704: C | Which of the following environmental contaminants has been associated with androgenic activity?
Row 705: B | Which of the following is CORRECT about the gastrointestinal (GI) absorption of substances?
Row 706: C | Which of the following is NOT CORRECT regarding microRNAs (miRNAs)?
Row 707: B | As a highly reactive substance, inhaled formaldehyde directly targets diverse nucleophiles of DNA, f
Row 708: B | Of the following, which is considered to be the most definitive diagnostic tool for assessing the po
Row 709: D | Which of the following is CORRECT regarding OSHA Permissable Exposure Limits?
Row 710: D | Which of the following toxicology studies is no longer required prior to filing a successful Investi
Row 711: C | When determining the highest dose to be evaluated in acute, sub-chronic and chronic toxicity studies
Row 712: C | The United States Animal Welfare Act and Animal Welfare Regulations (Code of Federal Regulations, Ti
Row 713: A | Which of the following associations (toxic syndromes -classic clinical features) is NOT correct?
Row 717: E | Which of the following is the primary target organ or system of toluene toxicity?
Row 721: D | For which agent listed below is the neurotoxicity associated with its use mediated by a disruption o
Row 728: C | Which of the following toxicity studies uses hen (chicken) as the test species for the registration 
Row 735: C | Which of the following statements is CORRECT regarding arsenic carcinogenicity?
Row 736: E | Which of the following is CORRECT regarding ethanol-induced hepatotoxicity?
Row 737: E | It has been demonstrated that a small percentage of workers who become sensitized to beryllium will 
Row 738: D | Carbon tetrachloride causes liver damage because of which of the following?
Row 739: D | Which of the following toxicological consequences is CORRECT regarding exposure to DEET (N, N-Diethy
Row 742: D | Which type of adrenergic antagonist is most likely to cause bronchoconstriction, resulting in respir
Row 743: A | Which of the following is NOT TRUE of an adverse reaction to food or food ingredients?
Row 751: A | Which of the following rodenticides gets hydrolyzed in the stomach and produces a gas that
Row 759: C | Chronic exposure to which of the following may lead to peripheral neuropathy characterized as large
Row 761: A | Numerical aberrations (aneuploidy and polyploidy) represent a change in the normal number
Row 772: C | The potential for xenobiotic-induced embryo fetal developmental toxicity is best evaluated during
Row 776: E | Which of the following is NOT typically considered in the interpretation of a routine
Row 779: C | Diethylhexyl phthalate (DEHP) and its metabolite, monoethylhexyl phthalate (MEHP) are
Row 782: E | Unlike in humans, anaphylaxis in guinea pigs is mediated primarily by which of the following?
Row 789: C | When assessing embryo-fetal developmental toxicity of a drug using ICH guidelines, which of the
Row 798: C | Which of the following is CORRECT concerning the concept of hormesis?
Row 800: E | Which of the following is NOT an application of physiologically-based pharmacokinetic (PBPK) modelin
Row 808: E | The four statistical principles of experimental design normally do NOT include
Row 811: C | It is important to include the lung compartment in toxicokinetic models because of which of the
Row 818: B | Diesel exhaust
Row 820: E | Air pollutants demonstrate diverse reactivity and toxicity profiles that are described by which of t
Row 821: C | According to the US Food and Drug Administration (FDA) guidance document on Recommended Approaches t
